case,step,bank,saturation_percent,pre_tanh_rms,mean_tanh_derivative,sample_diversity_rms,sample_diversity_rms_relative_to_real,spatial_sample_diversity_rms,spatial_sample_diversity_rms_relative_to_real,sample_mean_color_diversity_rms,sample_mean_color_diversity_rms_relative_to_real,pooled_4x4_sample_diversity_rms,pooled_4x4_sample_diversity_rms_relative_to_real
logos,32,evolving_prior,99.62447484334311,14.63425780110056,0.0003758093132089732,0.003844808767732726,0.005260816644057459,0.0038440343460696895,0.007532442627499174,7.716480202151052e-05,0.00014749972289750688,0.00021988724231843752,0.0003732061343706007
logos,64,fixed_latent,99.47287241617838,16.111637484650156,0.0020261587452786666,0.024886272867116935,0.03405165937162819,0.024868875557727217,0.048730932526792975,0.0009303793370869567,0.0017784105034266493,0.0017619730259180047,0.0029905288498540184
logos,64,evolving_prior,99.47230021158853,16.109135386258377,0.0020270979933652905,0.024946720386818604,0.034134369159539456,0.024929117554168632,0.048848977617213386,0.0009369930781772639,0.0017910526012818895,0.0017666535348708485,0.0029984728971518973
logos,128,fixed_latent,99.99987284342447,16.894907188828086,3.2760293586688994e-06,3.387934517137754e-05,4.635679788892446e-05,3.387075217269892e-05,6.637024399949841e-05,7.630049127981747e-07,1.4584760183249688e-06,1.7977502171622736e-06,3.0512520964695483e-06
logos,128,evolving_prior,99.99987284342447,16.891206720840575,3.2975633161487156e-06,3.4235234434648764e-05,4.684375791028403e-05,3.422682121851181e-05,6.706796660485345e-05,7.589374621095659e-07,1.4507011283006048e-06,1.8056782196460492e-06,3.0647079892673923e-06
logos,256,fixed_latent,99.58324432373047,48.19696887345727,0.0006050212040419155,0.008347112576129946,0.011421277733982313,0.008343868711170236,0.016349935172284714,0.00023268710609109652,0.000444779002487327,0.0005429095331236989,0.000921459408166191
logos,256,evolving_prior,99.58225886027017,48.186594656473325,0.0006073876284034791,0.008319041128708333,0.011382867829422745,0.008315666112343042,0.01629467175929533,0.0002369438945623547,0.0004529158097296867,0.0005448309857782692,0.0009247206156379269
logos,512,fixed_latent,100.0,49.188370495866046,1.596581264329818e-07,1.2769227483724727e-06,1.747201708493524e-06,1.2764631503115084e-06,2.501248579027129e-06,3.425684176997589e-08,6.548159959001307e-08,7.479801690012853e-08,1.2695178879663068e-07
logos,512,evolving_prior,100.0,49.17797671274103,1.6016753565875017e-07,1.275127763566786e-06,1.7447456472140042e-06,1.2746594464884912e-06,2.497714194487155e-06,3.4555880788468523e-08,6.605320958845394e-08,7.506219500633978e-08,1.2740016810579345e-07
cifar_replicated,0,fixed_latent,1.3310750325520835,1.0635767654954869,0.5843749313753279,0.5570000409945629,1.230590713700243,0.5560445223587753,1.4909659874052676,0.03261188161922329,0.12714768906156731,0.07527790907067759,0.20366396824258176
cifar_replicated,0,evolving_prior,1.3310750325520835,1.0635767654954869,0.5843749313753279,0.5570000409945629,1.230590713700243,0.5560445223587753,1.4909659874052676,0.03261188161922329,0.12714768906156731,0.07527790907067759,0.20366396824258176
cifar_replicated,1,fixed_latent,12.231953938802082,1.7054847025692061,0.40070062710536963,0.41990854765137714,0.9277118874542143,0.4185382791437441,1.1222596636386157,0.033895387327514834,0.1321518402053763,0.06656406342348861,0.18008870685356504
cifar_replicated,1,evolving_prior,12.236531575520832,1.7054733737808634,0.4007039131936141,0.4199107236058918,0.9277166948316329,0.41854176755207956,1.12226901738273,0.03387926524594027,0.13208898319396548,0.06655583399385304,0.18006644217702653
cifar_replicated,8,fixed_latent,58.90045166015625,4.006868413908583,0.1534571766584051,0.8713562058321975,1.9251037276542082,0.8592087780392718,2.303864191849779,0.14498935541116295,0.5652866551615638,0.4078259090231936,1.1033707499210446
cifar_replicated,8,evolving_prior,58.901468912760414,4.0069753434510345,0.15338483513796905,0.8714522106968298,1.9253158330154134,0.8592731665811866,2.304036841920256,0.1451846435472163,0.5660480474507376,0.40774719839818696,1.10315779875875
cifar_replicated,16,fixed_latent,97.07387288411459,10.636114035774279,0.010355724977498225,0.4847879924659309,1.0710512706188138,0.47555573920448163,1.275145071587921,0.0941601643415439,0.367113049086612,0.2544196292119795,0.6883309050928667
cifar_replicated,16,evolving_prior,97.11558024088541,10.63881872862916,0.010271799616781018,0.4844678864829905,1.0703440544230969,0.47524158555974694,1.274302706668774,0.09409871618653155,0.36687347410599175,0.25373611873228785,0.6864816712559026
cifar_replicated,32,fixed_latent,89.60062662760416,9.302402637518608,0.036900103132314406,0.9665006735041392,2.135308197599996,0.6075413483722665,1.629048484324285,0.7516761682413265,2.9306462236819195,0.8171555786269947,2.210809915807864
cifar_replicated,32,evolving_prior,89.8223876953125,9.330676529095227,0.0355633800949228,0.9671891767719767,2.136829320877187,0.6031000102452778,1.6171395744804908,0.7561251756865391,2.94799208007504,0.8209006117315686,2.220942082238805
cifar_replicated,64,fixed_latent,59.16748046875,4.752317761599314,0.15438205326110918,0.7988952970061467,1.7650144728160948,0.4906657111157854,1.3156606297573203,0.6304608278979591,2.4580500520342925,0.702371594699279,1.9002624797006449
cifar_replicated,64,evolving_prior,59.30633544921875,4.762054817810115,0.1539571795805637,0.7995820909861467,1.7665318197313737,0.4914101553174418,1.3176567666484498,0.6307515988696868,2.459183714223216,0.7033540746392838,1.9029205737652959
cifar_replicated,128,fixed_latent,0.4938761393229167,0.6234401506330337,0.8256093621376492,0.3537125457538119,0.7814638098530448,0.3010789305007721,0.807306657741633,0.18564493699574383,0.7237952412741301,0.2661611282826203,0.7200974661379947
cifar_replicated,128,evolving_prior,0.51422119140625,0.6260177289234922,0.8247851165914174,0.35453044059685257,0.7832708003818641,0.30143651707293984,0.8082654827910971,0.18662223738004446,0.7276055545468718,0.26719392077534465,0.7228916805368286
cifar_replicated,256,fixed_latent,2.858988444010417,1.0043427927904445,0.6992784768559274,0.5247805949818224,1.1594076829179674,0.4431086480409975,1.1881421296116697,0.2811572494188173,1.0961800654101823,0.43410569684368105,1.1744705710793126
cifar_replicated,256,evolving_prior,2.915445963541667,1.0122574383714158,0.6957713808098439,0.527528484370212,1.1654786468582747,0.44461765635140854,1.192188352486037,0.2839039300230164,1.106888864598521,0.43734593734655736,1.1832370239075458
cifar_replicated,512,fixed_latent,0.4145304361979167,0.6359017480887642,0.789037169307127,0.44573090811118593,0.984761716267371,0.32264588385633053,0.8651358289898048,0.30753158549357124,1.1990087191380734,0.391796492909163,1.0600032529395604
cifar_replicated,512,evolving_prior,0.32145182291666663,0.6430764502920191,0.7827392195327251,0.45268032714772316,1.0001151990367876,0.32759290074395253,0.8784006551358752,0.31241378005576603,1.2180434919052512,0.3995193904871336,1.0808975097869942
cifar_replicated_compensated,0,fixed_latent,1.3310750325520835,1.0635767654954869,0.5843749313753279,0.5570000409945629,1.230590713700243,0.5560445223587753,1.4909659874052676,0.03261188161922329,0.12714768906156731,0.07527790907067759,0.20366396824258176
cifar_replicated_compensated,0,evolving_prior,1.3310750325520835,1.0635767654954869,0.5843749313753279,0.5570000409945629,1.230590713700243,0.5560445223587753,1.4909659874052676,0.03261188161922329,0.12714768906156731,0.07527790907067759,0.20366396824258176
cifar_replicated_compensated,1,fixed_latent,0.9577433268229166,1.0116355321350097,0.6031469703537047,0.5697282483205139,1.2587113826132992,0.5684179540837292,1.5241438447666322,0.038617436600955006,0.15056223613907374,0.0812984048804686,0.21995238648569007
cifar_replicated_compensated,1,evolving_prior,0.9587605794270834,1.0116437085414018,0.6031420764264009,0.5697306075144344,1.2587165948249985,0.5684204427233472,1.5241505177521149,0.03861561125970213,0.1505551194714505,0.08130079888958498,0.2199588634641645
cifar_replicated_compensated,8,fixed_latent,13.662211100260416,1.8594625722736733,0.2848267259938089,0.3292710356468847,0.7274647198122438,0.3258337213402883,0.873683628798702,0.047453144822143675,0.18501102675666914,0.0885180688935765,0.23948514769598334
cifar_replicated_compensated,8,evolving_prior,13.6505126953125,1.8591904814901907,0.2849270417297323,0.3292661123737468,0.7274538427318873,0.3258546513144233,0.8737397499873798,0.04727492966125305,0.18431619883696942,0.08842009381631592,0.2392200766642544
cifar_replicated_compensated,16,fixed_latent,99.12923177083334,5.076325105210277,0.0012630121690051209,0.004773700266901277,0.01054662618686311,0.004732566018914762,0.012689802135662577,0.0006253264066282611,0.0024380318940287805,0.0011778043268652633,0.0031865431171506794
cifar_replicated_compensated,16,evolving_prior,99.13686116536459,5.076899421106632,0.0012552660770640954,0.004730352115982712,0.010450856298083186,0.004689676489208055,0.01257479906048212,0.0006190036896104351,0.00241338079088811,0.001169106778087303,0.0031630119468515723
cifar_replicated_compensated,32,fixed_latent,28.0792236328125,2.334468491567348,0.281306685759392,0.808241641453873,1.785663528180398,0.7725170316375332,2.0714107819583374,0.23763835298618313,0.9265079447847516,0.4520368490762779,1.2229832046518492
cifar_replicated_compensated,32,evolving_prior,28.1219482421875,2.335487412874354,0.28111003386710876,0.8079200745413581,1.7849530843253714,0.772315172764125,2.0708695218570226,0.23720059183154052,0.9248011950846385,0.4515414080496009,1.2216427916838364
cifar_replicated_compensated,64,fixed_latent,0.6551106770833333,0.9119154514848438,0.6370985735964886,0.44983209200584057,0.9938225393275048,0.4257152406060626,1.141503815865568,0.14531154432485155,0.5665428100898527,0.2950818442360751,0.7983423038096548
cifar_replicated_compensated,64,evolving_prior,0.65765380859375,0.9121762734864122,0.6369301510428181,0.4500751869837819,0.9943596136549457,0.4256729627139217,1.1413904528223824,0.14618550801238306,0.5699502327124056,0.29541713318062973,0.7992494262018528
cifar_replicated_compensated,128,fixed_latent,0.01220703125,0.42630801751434166,0.8739779221873349,0.33233480751844036,0.734233568890424,0.32402042844034407,0.868821503680462,0.07387277063745923,0.28801625679861187,0.22395824861799157,0.6059178077246281
cifar_replicated_compensated,128,evolving_prior,0.01220703125,0.42629127388818605,0.8740509130741693,0.33203596177079625,0.7335733233342066,0.3237216800582534,0.8680204461057915,0.0738387010267613,0.2878834256937388,0.22335467849905666,0.6042848520932553
cifar_replicated_compensated,256,fixed_latent,1.3824462890625,0.9936468668098768,0.6260161218243624,0.5902952274921771,1.3041503982591922,0.45760119786043013,1.2270021452807178,0.37289354957781257,1.4538429167741183,0.5018121197557359,1.3576499252352958
cifar_replicated_compensated,256,evolving_prior,1.4567057291666665,1.0051457131046704,0.6208305697676664,0.5949101497203692,1.3143462331254185,0.45718321583811505,1.2258813771523402,0.3806594191613174,1.484120604600451,0.5073420297740803,1.372611066322557
cifar_replicated_compensated,512,fixed_latent,0.11088053385416667,0.42677699536456165,0.8954924848131243,0.28816741198819895,0.6366537075123326,0.2817932516172955,0.7555944474723796,0.060274544170221385,0.2349992892150557,0.19156241369894775,0.5182710548379426
cifar_replicated_compensated,512,evolving_prior,0.12308756510416667,0.4324307698186104,0.8943675782781594,0.28859166886110404,0.6375910262369207,0.2820584022165012,0.7563054166647003,0.0610590621866364,0.2380579797248218,0.19119113554703776,0.5172665638435293
logos32_data,0,fixed_latent,1.3310750325520835,1.0635792685893368,0.5843741593445039,0.5569994018560801,0.8069861700927411,0.5560439071448375,1.0835220404823576,0.03261145496806698,0.0706527405468059,0.07527686884696012,0.13937338387490766
logos32_data,0,evolving_prior,1.3310750325520835,1.0635792685893368,0.5843741593445039,0.5569994018560801,0.8069861700927411,0.5560439071448375,1.0835220404823576,0.03261145496806698,0.0706527405468059,0.07527686884696012,0.13937338387490766
logos32_data,1,fixed_latent,1.21612548828125,1.0628337584877985,0.5807171037429059,0.5587221850960811,0.8094821552663617,0.557420921961293,1.0862053284107542,0.038110311968829795,0.08256601817760494,0.07952071234226815,0.14723076207934768
logos32_data,1,evolving_prior,1.2176513671875,1.0628342624615412,0.5807168103616717,0.5587226323767696,0.809482803290989,0.5574215245060854,1.0862065025456644,0.03810805619994855,0.08256113105270799,0.07952310726601848,0.1472351962253519
logos32_data,8,fixed_latent,5.172220865885416,1.3885377395935048,0.4724877869761981,0.5033657914497811,0.7292812718364793,0.5013522631744987,0.9769484391702578,0.04497808590494638,0.0974450553293571,0.10455414579416254,0.19357958587661603
logos32_data,8,evolving_prior,5.173238118489584,1.3884768604432325,0.47250265310177686,0.5033670615038404,0.7292831119031968,0.5013502519202466,0.9769445199863892,0.0450147032259037,0.09752438678143888,0.10458804562863001,0.1936423506370916
logos32_data,16,fixed_latent,23.804219563802086,2.153034421732939,0.3038872911387894,0.8148671624895327,1.1805874986588898,0.7878826617887277,1.535289243156163,0.2079649099161968,0.4505561262917135,0.4390333586102545,0.8128601223820429
logos32_data,16,evolving_prior,23.871866861979164,2.154123577079994,0.3036487684534082,0.8150452065775458,1.1808454506714314,0.78797420511106,1.5354676269243,0.20831548392912919,0.45131564514183586,0.4390164775949939,0.8128288675722168
logos32_data,32,fixed_latent,93.51857503255209,7.327227687924585,0.02156566724471126,0.9674236480563709,1.4016128240006236,0.6654555024214053,1.2967244035389442,0.7021947657991849,1.521305463062437,0.7904453055008474,1.463491224902842
logos32_data,32,evolving_prior,93.80442301432291,7.339535794904343,0.019809457272227677,0.9670657818098976,1.401094343889721,0.6608497633704812,1.287749537147527,0.706040945413768,1.5296382139523204,0.7924677146905321,1.4672356688025892
logos32_data,64,fixed_latent,51.762898763020836,3.9371753075310965,0.19388831482292349,0.8570774100839,1.241742117373626,0.5622263130582532,1.095569242122946,0.646902820971627,1.4015154249897714,0.6851887380958374,1.268611121638744
logos32_data,64,evolving_prior,52.190144856770836,3.943027218769446,0.19229348241100921,0.8580085180359154,1.2430911156627373,0.558396034384396,1.088105458578182,0.6514387813186808,1.4113425863306195,0.6886681940457011,1.2750532539591264
logos32_data,128,fixed_latent,27.764892578125,2.292204762276555,0.4289931744639986,0.6955019785829301,1.007650055131627,0.43319658365771224,0.8441384578152167,0.54411737899102,1.1788306913170299,0.6017462333884096,1.1141192515834746
logos32_data,128,evolving_prior,27.357991536458332,2.285122798290197,0.4275096617270437,0.6968079761655878,1.0095421971767842,0.4297803236060348,0.8374814420392166,0.5484799258761202,1.188282152268345,0.6047937102958979,1.1197615846850384
logos32_data,256,fixed_latent,55.0048828125,3.0923761639264007,0.12099142494059889,0.8768704458789104,1.2704184608265963,0.7560328781810588,1.4732259023298895,0.44420273070428473,0.9623655342383146,0.6396009523457228,1.1842063893394363
logos32_data,256,evolving_prior,54.770406087239586,3.0898799215318933,0.12424930102070868,0.8726717456057987,1.2643353428888122,0.7473682247869928,1.4563417268088992,0.4505515643712834,0.9761202869253234,0.6408562228201049,1.1865304936276815
logos32_data,512,fixed_latent,33.10190836588542,2.8277207279920993,0.39386236688018067,0.7364648801606263,1.0669975067624857,0.44904410275328627,0.8750193576980866,0.5837293152587951,1.264649979613863,0.6478340855040817,1.1994498452077462
logos32_data,512,evolving_prior,37.19940185546875,3.0074734363830955,0.36397592347768604,0.7537289078918947,1.0920097986479105,0.4465732700798577,0.8702046270165642,0.6071899052537771,1.3154773646420235,0.6657135806563783,1.2325533174897394
