case,step,bank,stage,rms,sample_diversity_rms,batch_mean_rms,diversity_to_rms
cifar_replicated,8,fixed_latent,stage32_block1_attention,0.18382585048675537,0.05171862989664078,0.1764004723032034,0.2813457941834307
cifar_replicated,8,fixed_latent,stage32_block1_attention_residual,1.5752148628234863,1.4175933599472046,0.6868267102360027,0.8999365060625737
cifar_replicated,8,fixed_latent,stage32_block1_ffn,0.20452623069286346,0.15934568643569946,0.1282182953238973,0.7790965779591786
cifar_replicated,8,fixed_latent,stage32_block1,1.6192001104354858,1.4553852081298828,0.7096921118280992,0.8988297362075002
cifar_replicated,8,fixed_latent,output_projection,4.006868839263916,3.7060019969940186,1.5233342027738064,0.9249122308867069
cifar_replicated,8,evolving_prior,input_projection,0.5816929340362549,0.5727139115333557,0.10181082969836942,0.9845639821673688
cifar_replicated,8,evolving_prior,stage8_position,0.582055389881134,0.5727139115333557,0.10386169855072924,0.9839508773388629
cifar_replicated,8,evolving_prior,stage8_block0_attention,0.057511795312166214,0.04379526153206825,0.03727709306486017,0.7615005112317138
cifar_replicated,8,evolving_prior,stage8_block0_attention_residual,0.5848872661590576,0.574400782585144,0.11025812931748112,0.9820709319886923
cifar_replicated,8,evolving_prior,stage8_block0_ffn,0.2703462243080139,0.21789376437664032,0.16002933619613663,0.8059804235637748
cifar_replicated,8,evolving_prior,stage8_block0,0.6482285857200623,0.6195133328437805,0.19079709057903194,0.9557019645402024
cifar_replicated,8,evolving_prior,stage8_block1_attention,0.10407352447509766,0.04975064471364021,0.09141209902001975,0.4780336302105765
cifar_replicated,8,evolving_prior,stage8_block1_attention_residual,0.6622405052185059,0.621969997882843,0.22741110018131952,0.9391905100664666
cifar_replicated,8,evolving_prior,stage8_block1_ffn,0.39717841148376465,0.3468919098377228,0.19343395109934522,0.8733906471447344
cifar_replicated,8,evolving_prior,stage8_block1,0.835094153881073,0.7602333426475525,0.3455828563069561,0.9103564419824911
cifar_replicated,8,evolving_prior,stage16_upsample,0.835094153881073,0.7602333426475525,0.3455828563069561,0.9103564419824911
cifar_replicated,8,evolving_prior,stage16_position,0.8355263471603394,0.7602333426475525,0.34662593891113946,0.9098855412894143
cifar_replicated,8,evolving_prior,stage16_block0_attention,0.10968448221683502,0.04172438755631447,0.10143845977845715,0.3804037427448453
cifar_replicated,8,evolving_prior,stage16_block0_attention_residual,0.8458846807479858,0.7614325881004333,0.36843087126732166,0.9001612222450057
cifar_replicated,8,evolving_prior,stage16_block0_ffn,0.4994405210018158,0.43207263946533203,0.2505076211296303,0.8651133043803652
cifar_replicated,8,evolving_prior,stage16_block0,1.1436694860458374,1.0257542133331299,0.5057748383833282,0.8968974217189339
cifar_replicated,8,evolving_prior,stage16_block1_attention,0.14540711045265198,0.05226413905620575,0.13568967366348597,0.3594331727898836
cifar_replicated,8,evolving_prior,stage16_block1_attention_residual,1.1431506872177124,1.0245145559310913,0.5071128260768474,0.8962200411431613
cifar_replicated,8,evolving_prior,stage16_block1_ffn,0.565926194190979,0.5111579895019531,0.24287850263003283,0.9032237679556079
cifar_replicated,8,evolving_prior,stage16_block1,1.5396089553833008,1.390209436416626,0.6615991674682079,0.9029626851387855
cifar_replicated,8,evolving_prior,stage32_upsample,1.5396089553833008,1.390209436416626,0.6615991674682079,0.9029626851387855
cifar_replicated,8,evolving_prior,stage32_position,1.5398104190826416,1.390209436416626,0.6620678587679872,0.9028445444893521
cifar_replicated,8,evolving_prior,stage32_block0_attention,0.1639154702425003,0.056891120970249176,0.15372599565320264,0.34707597084084346
cifar_replicated,8,evolving_prior,stage32_block0_attention_residual,1.5443460941314697,1.3871010541915894,0.6789370544606531,0.8981801808950642
cifar_replicated,8,evolving_prior,stage32_block0_ffn,0.21725156903266907,0.17358438670635223,0.13063959942887202,0.7990017631598766
cifar_replicated,8,evolving_prior,stage32_block0,1.5639408826828003,1.4120005369186401,0.6724325752580168,0.9028477690898903
cifar_replicated,8,evolving_prior,stage32_block1_attention,0.1838255524635315,0.05173590034246445,0.17639509730793868,0.2814402005005705
cifar_replicated,8,evolving_prior,stage32_block1_attention_residual,1.5752387046813965,1.4177316427230835,0.6865959262535942,0.9000106704525331
cifar_replicated,8,evolving_prior,stage32_block1_ffn,0.20453006029129028,0.15935930609703064,0.12820747686087475,0.7791485802628338
cifar_replicated,8,evolving_prior,stage32_block1,1.6192359924316406,1.4555332660675049,0.7094703028012815,0.8989012552035112
cifar_replicated,8,evolving_prior,output_projection,4.006975173950195,3.7063980102539062,1.5226502665546946,0.924986517098889
cifar_replicated,16,fixed_latent,input_projection,0.5816152691841125,0.5726222395896912,0.10188273688605952,0.9845378378613808
cifar_replicated,16,fixed_latent,stage8_position,0.5819932222366333,0.5726222395896912,0.10401865917548432,0.9838984677331312
cifar_replicated,16,fixed_latent,stage8_block0_attention,0.058650773018598557,0.045034587383270264,0.037573915352246204,0.7678430319919141
cifar_replicated,16,fixed_latent,stage8_block0_attention_residual,0.584977924823761,0.5744290351867676,0.11059139236628272,0.98196702954189
cifar_replicated,16,fixed_latent,stage8_block0_ffn,0.40946507453918457,0.27384641766548157,0.3044171263236722,0.6687906605311104
cifar_replicated,16,fixed_latent,stage8_block0,0.7197455763816833,0.6424963474273682,0.32439503427687083,0.8926714779649445
cifar_replicated,16,fixed_latent,stage8_block1_attention,0.1660892367362976,0.06465034931898117,0.15299008756314778,0.38925068589259343
cifar_replicated,16,fixed_latent,stage8_block1_attention_residual,0.7638711333274841,0.6483315229415894,0.4039373029212014,0.8487446306779588
cifar_replicated,16,fixed_latent,stage8_block1_ffn,1.19224214553833,0.619490921497345,1.01866203020443,0.5196015958801958
cifar_replicated,16,fixed_latent,stage8_block1,1.66251540184021,1.0104652643203735,1.3201959744514722,0.6077930244747849
cifar_replicated,16,fixed_latent,stage16_upsample,1.6625155210494995,1.0104652643203735,1.3201961245710603,0.6077929808934928
cifar_replicated,16,fixed_latent,stage16_position,1.6628210544586182,1.0104652643203735,1.3205808603613898,0.6076813025736922
cifar_replicated,16,fixed_latent,stage16_block0_attention,0.20364882051944733,0.037601910531520844,0.20014729182115248,0.18464094432567593
cifar_replicated,16,fixed_latent,stage16_block0_attention_residual,1.6999599933624268,1.0124027729034424,1.3656151011358226,0.5955450580345516
cifar_replicated,16,fixed_latent,stage16_block0_ffn,1.130528211593628,0.5176097750663757,1.0050742052031894,0.45784772972338017
cifar_replicated,16,fixed_latent,stage16_block0,2.650365114212036,1.3664264678955078,2.270972026790904,0.5155615958602563
cifar_replicated,16,fixed_latent,stage16_block1_attention,0.2490888088941574,0.032691966742277145,0.2469341410717277,0.13124622855364243
cifar_replicated,16,fixed_latent,stage16_block1_attention_residual,2.682854413986206,1.3658344745635986,2.3091565548353032,0.5090974998282636
cifar_replicated,16,fixed_latent,stage16_block1_ffn,1.2379004955291748,0.5704297423362732,1.098638951562136,0.46080419581093
cifar_replicated,16,fixed_latent,stage16_block1,3.7157886028289795,1.7784548997879028,3.262542430426636,0.4786211191976566
cifar_replicated,16,fixed_latent,stage32_upsample,3.7157886028289795,1.7784550189971924,3.2625423654440775,0.47862115127948424
cifar_replicated,16,fixed_latent,stage32_position,3.716017484664917,1.7784548997879028,3.2628031071083305,0.47859163933623705
cifar_replicated,16,fixed_latent,stage32_block0_attention,0.27943742275238037,0.0381213016808033,0.2768249258875612,0.13642160489929786
cifar_replicated,16,fixed_latent,stage32_block0_attention_residual,3.686628818511963,1.7767280340194702,3.2302429534962567,0.4819384108044304
cifar_replicated,16,fixed_latent,stage32_block0_ffn,0.21341216564178467,0.09674917161464691,0.19022184479127557,0.45334421926555846
cifar_replicated,16,fixed_latent,stage32_block0,3.730503797531128,1.79220449924469,3.2717979180079655,0.4804188915263356
cifar_replicated,16,fixed_latent,stage32_block1_attention,0.22023794054985046,0.021848779171705246,0.2191515030894051,0.09920533726912423
cifar_replicated,16,fixed_latent,stage32_block1_attention_residual,3.8097739219665527,1.7973930835723877,3.359130161161153,0.47178470964088026
cifar_replicated,16,fixed_latent,stage32_block1_ffn,0.26699185371398926,0.09809623658657074,0.24831789769805918,0.36741284508123895
cifar_replicated,16,fixed_latent,stage32_block1,3.93156099319458,1.8210654258728027,3.484378360324817,0.46319144711859106
cifar_replicated,16,fixed_latent,output_projection,10.636114120483398,4.73122501373291,9.525882292647456,0.4448264620084653
cifar_replicated,16,evolving_prior,input_projection,0.5816115736961365,0.572633683681488,0.10179728370966433,0.984563770013045
cifar_replicated,16,evolving_prior,stage8_position,0.5819899439811707,0.572633683681488,0.10393728497789259,0.9839236736021931
cifar_replicated,16,evolving_prior,stage8_block0_attention,0.05866182968020439,0.045043542981147766,0.03758044035312522,0.767850972714338
cifar_replicated,16,evolving_prior,stage8_block0_attention_residual,0.5849744081497192,0.5744404792785645,0.11051332026650666,0.9819924962111185
cifar_replicated,16,evolving_prior,stage8_block0_ffn,0.40966761112213135,0.2739790678024292,0.3045702250854895,0.6687838148882844
cifar_replicated,16,evolving_prior,stage8_block0,0.7198881506919861,0.6425822973251343,0.32454112323568546,0.8926140772111025
cifar_replicated,16,evolving_prior,stage8_block1_attention,0.16612453758716583,0.06468863785266876,0.1530122286659336,0.3893984524635713
cifar_replicated,16,evolving_prior,stage8_block1_attention_residual,0.7640454769134521,0.6484265923500061,0.4041143960876221,0.8486753890219773
cifar_replicated,16,evolving_prior,stage8_block1_ffn,1.1926811933517456,0.6197591423988342,1.0190127743988322,0.5196352100238533
cifar_replicated,16,evolving_prior,stage8_block1,1.663159966468811,1.0108416080474854,1.3207196210795502,0.6077837540748919
cifar_replicated,16,evolving_prior,stage16_upsample,1.663159966468811,1.0108416080474854,1.3207196210795502,0.6077837540748919
cifar_replicated,16,evolving_prior,stage16_position,1.6634660959243774,1.0108416080474854,1.321105103967835,0.6076719029766382
cifar_replicated,16,evolving_prior,stage16_block0_attention,0.2036568522453308,0.03759113699197769,0.20015748770937067,0.1845807620884484
cifar_replicated,16,evolving_prior,stage16_block0_attention_residual,1.7006006240844727,1.0127824544906616,1.3661311000458078,0.5955439743742882
cifar_replicated,16,evolving_prior,stage16_block0_ffn,1.1307276487350464,0.51775062084198,1.0052259995800101,0.4578915368534514
cifar_replicated,16,evolving_prior,stage16_block0,2.6511929035186768,1.3669517040252686,2.2716220747585205,0.5155987337666162
cifar_replicated,16,evolving_prior,stage16_block1_attention,0.24914081394672394,0.032673150300979614,0.24698908968504196,0.1311433072060462
cifar_replicated,16,evolving_prior,stage16_block1_attention_residual,2.68367075920105,1.3663603067398071,2.3097939856092444,0.5091385752351318
cifar_replicated,16,evolving_prior,stage16_block1_ffn,1.2380867004394531,0.5703054666519165,1.0989132597762172,0.4606345148926075
cifar_replicated,16,evolving_prior,stage16_block1,3.7167654037475586,1.7788975238800049,3.26341365230158,0.4786144215845233
cifar_replicated,16,evolving_prior,stage32_upsample,3.7167654037475586,1.7788975238800049,3.26341365230158,0.4786144215845233
cifar_replicated,16,evolving_prior,stage32_position,3.716994524002075,1.7788975238800049,3.263674599434662,0.4785849191848343
cifar_replicated,16,evolving_prior,stage32_block0_attention,0.2794930636882782,0.038066424429416656,0.27688864184184125,0.13619810068657937
cifar_replicated,16,evolving_prior,stage32_block0_attention_residual,3.6875925064086914,1.7771707773208618,3.2310992744820295,0.4819325275860348
cifar_replicated,16,evolving_prior,stage32_block0_ffn,0.21341614425182343,0.09667050838470459,0.19026629611141818,0.4529671769846842
cifar_replicated,16,evolving_prior,stage32_block0,3.7314743995666504,1.7926443815231323,3.2726636423584443,0.4804118130172134
cifar_replicated,16,evolving_prior,stage32_block1_attention,0.22026832401752472,0.021837662905454636,0.21918314498226588,0.09914118610952528
cifar_replicated,16,evolving_prior,stage32_block1_attention_residual,3.810758113861084,1.7978278398513794,3.3600137589916814,0.47177694992291414
cifar_replicated,16,evolving_prior,stage32_block1_ffn,0.2670125961303711,0.09801247715950012,0.24837326911996616,0.367070612322891
cifar_replicated,16,evolving_prior,stage32_block1,3.9325478076934814,1.8214714527130127,3.48527961672322,0.46317846388276773
cifar_replicated,16,evolving_prior,output_projection,10.638818740844727,4.732404708862305,9.528316213900904,0.4448242633078783
cifar_replicated,32,fixed_latent,input_projection,0.5816399455070496,0.5726496577262878,0.10186950336292488,0.984543207786521
cifar_replicated,32,fixed_latent,stage8_position,0.5820322036743164,0.5726496577262878,0.1040858089268,0.9838796790129526
cifar_replicated,32,fixed_latent,stage8_block0_attention,0.08158686012029648,0.0725821852684021,0.03725912137922977,0.8896308199798674
cifar_replicated,32,fixed_latent,stage8_block0_attention_residual,0.5882194638252258,0.5777413845062256,0.11053067561390259,0.9821867857774365
cifar_replicated,32,fixed_latent,stage8_block0_ffn,0.4872857630252838,0.4630896747112274,0.15164223693609452,0.9503451769987359
cifar_replicated,32,fixed_latent,stage8_block0,0.7877357602119446,0.7655330300331116,0.1857062407271585,0.9718144950371946
cifar_replicated,32,fixed_latent,stage8_block1_attention,0.21274712681770325,0.19272996485233307,0.09009162345749114,0.9059110115149884
cifar_replicated,32,fixed_latent,stage8_block1_attention_residual,0.8520569801330566,0.8251332640647888,0.21249986806408036,0.9684015075329077
cifar_replicated,32,fixed_latent,stage8_block1_ffn,1.4671359062194824,1.3947776556015015,0.45506379635523775,0.9506806081759435
cifar_replicated,32,fixed_latent,stage8_block1,2.015899658203125,1.93662691116333,0.5597567676245241,0.9606762436229317
cifar_replicated,32,fixed_latent,stage16_upsample,2.015899658203125,1.93662691116333,0.5597567676245241,0.9606762436229317
cifar_replicated,32,fixed_latent,stage16_position,2.016178846359253,1.93662691116333,0.5607613997633104,0.9605432150329446
cifar_replicated,32,fixed_latent,stage16_block0_attention,0.20468537509441376,0.1840059459209442,0.08965441786816425,0.8989696788843321
cifar_replicated,32,fixed_latent,stage16_block0_attention_residual,2.063380479812622,1.9811866283416748,0.5765748417611655,0.9601654409959275
cifar_replicated,32,fixed_latent,stage16_block0_ffn,0.9680746793746948,0.9151962399482727,0.3155700036932564,0.9453777269945974
cifar_replicated,32,fixed_latent,stage16_block0,2.828990936279297,2.7194437980651855,0.7796250039058593,0.9612769568084272
cifar_replicated,32,fixed_latent,stage16_block1_attention,0.24480803310871124,0.21505369246006012,0.11697385363340708,0.8784584791977059
cifar_replicated,32,fixed_latent,stage16_block1_attention_residual,2.8373911380767822,2.7315025329589844,0.7679077958162099,0.9626809981546744
cifar_replicated,32,fixed_latent,stage16_block1_ffn,0.9594214558601379,0.9188897013664246,0.2759189132471888,0.9577539628219217
cifar_replicated,32,fixed_latent,stage16_block1,3.5130934715270996,3.3914031982421875,0.9166297434836981,0.9653609349505822
cifar_replicated,32,fixed_latent,stage32_upsample,3.5130937099456787,3.3914031982421875,0.9166306572510841,0.9653608694356824
cifar_replicated,32,fixed_latent,stage32_position,3.5132217407226562,3.3914031982421875,0.9171212277768914,0.9653256892189757
cifar_replicated,32,fixed_latent,stage32_block0_attention,0.2802746295928955,0.2264205813407898,0.16518955275299213,0.8078525754174404
cifar_replicated,32,fixed_latent,stage32_block0_attention_residual,3.4596681594848633,3.3441991806030273,0.88636088260224,0.966624261761848
cifar_replicated,32,fixed_latent,stage32_block0_ffn,0.216316357254982,0.18343126773834229,0.11465485786467833,0.8479768708481137
cifar_replicated,32,fixed_latent,stage32_block0,3.4897494316101074,3.374647378921509,0.888879161281925,0.9670171011001518
cifar_replicated,32,fixed_latent,stage32_block1_attention,0.21000602841377258,0.13486993312835693,0.1609740137664424,0.6422193407830378
cifar_replicated,32,fixed_latent,stage32_block1_attention_residual,3.545802593231201,3.4270105361938477,0.9101180225561232,0.966497836832732
cifar_replicated,32,fixed_latent,stage32_block1_ffn,0.2121804654598236,0.16526347398757935,0.13307341615929189,0.7788816639148716
cifar_replicated,32,fixed_latent,stage32_block1,3.5788347721099854,3.4631175994873047,0.9027041698058225,0.9676662433470051
cifar_replicated,32,fixed_latent,output_projection,9.30240249633789,9.090336799621582,1.9749605244963944,0.9772031260956733
cifar_replicated,32,evolving_prior,input_projection,0.5815805196762085,0.5726074576377869,0.10176738340175037,0.9845712472566699
cifar_replicated,32,evolving_prior,stage8_position,0.5819739103317261,0.5726074576377869,0.10399197932720611,0.9839057172019957
cifar_replicated,32,evolving_prior,stage8_block0_attention,0.08195456862449646,0.07298190146684647,0.03728529705810071,0.8905165714584942
cifar_replicated,32,evolving_prior,stage8_block0_attention_residual,0.5882176160812378,0.5777562260627747,0.1104432302768915,0.9822151024851008
cifar_replicated,32,evolving_prior,stage8_block0_ffn,0.4891453981399536,0.4648698568344116,0.15218159129226957,0.9503715226641133
cifar_replicated,32,evolving_prior,stage8_block0,0.7892153263092041,0.7669293880462646,0.1862260589507428,0.9717619038556176
cifar_replicated,32,evolving_prior,stage8_block1_attention,0.2135576605796814,0.19342944025993347,0.09050925937712248,0.9057480763503785
cifar_replicated,32,evolving_prior,stage8_block1_attention_residual,0.854189932346344,0.8270593881607056,0.21357249115251498,0.9682382768067583
cifar_replicated,32,evolving_prior,stage8_block1_ffn,1.4730600118637085,1.3997423648834229,0.4589412930892923,0.9502276578076921
cifar_replicated,32,evolving_prior,stage8_block1,2.023902177810669,1.9434504508972168,0.5649605032691872,0.9602492018658334
cifar_replicated,32,evolving_prior,stage16_upsample,2.023902177810669,1.9434503316879272,0.5649609133460953,0.9602491429651163
cifar_replicated,32,evolving_prior,stage16_position,2.0241808891296387,1.9434504508972168,0.5659581405237134,0.9601169842744961
cifar_replicated,32,evolving_prior,stage16_block0_attention,0.20569270849227905,0.18497708439826965,0.08996092804326283,0.8992884859854573
cifar_replicated,32,evolving_prior,stage16_block0_attention_residual,2.071791648864746,1.9883962869644165,0.5818941847894901,0.9597472255735625
cifar_replicated,32,evolving_prior,stage16_block0_ffn,0.9699073433876038,0.916861355304718,0.31636294015891736,0.9453081900611129
cifar_replicated,32,evolving_prior,stage16_block0,2.8391828536987305,2.728351593017578,0.7855296694685124,0.9609636763842923
cifar_replicated,32,evolving_prior,stage16_block1_attention,0.24579884111881256,0.21625173091888428,0.1168428824102595,0.8797914991566376
cifar_replicated,32,evolving_prior,stage16_block1_attention_residual,2.847727060317993,2.74060320854187,0.7737205331367172,0.9623826829232149
cifar_replicated,32,evolving_prior,stage16_block1_ffn,0.9606214761734009,0.9200800657272339,0.27612731327583795,0.9577966853211921
cifar_replicated,32,evolving_prior,stage16_block1,3.524095058441162,3.4013659954071045,0.9219302284976097,0.9651743040415189
cifar_replicated,32,evolving_prior,stage32_upsample,3.524095058441162,3.4013659954071045,0.9219302284976097,0.9651743040415189
cifar_replicated,32,evolving_prior,stage32_position,3.5242226123809814,3.4013659954071045,0.92241768570733,0.9651393710084408
cifar_replicated,32,evolving_prior,stage32_block0_attention,0.28118008375167847,0.22751717269420624,0.1652215955250271,0.809151095122142
cifar_replicated,32,evolving_prior,stage32_block0_attention_residual,3.4701623916625977,3.3537092208862305,0.8914378757110071,0.966441578913956
cifar_replicated,32,evolving_prior,stage32_block0_ffn,0.21632061898708344,0.1834688037633896,0.11460282825735918,0.8481336851867299
cifar_replicated,32,evolving_prior,stage32_block0,3.5002529621124268,3.3841803073883057,0.8939208275132706,0.9668387810879616
cifar_replicated,32,evolving_prior,stage32_block1_attention,0.21027745306491852,0.13560791313648224,0.1607081241326564,0.6448999222689666
cifar_replicated,32,evolving_prior,stage32_block1_attention_residual,3.556666851043701,3.436978340148926,0.914909273458441,0.966348124267064
cifar_replicated,32,evolving_prior,stage32_block1_ffn,0.2121988981962204,0.16530176997184753,0.1330552413092559,0.7789944781852398
cifar_replicated,32,evolving_prior,stage32_block1,3.5896358489990234,3.4731807708740234,0.9069183321831488,0.9675579688236416
cifar_replicated,32,evolving_prior,output_projection,9.330676078796387,9.11716365814209,1.9846518379998699,0.9771171543357404
cifar_replicated,64,fixed_latent,input_projection,0.5818182229995728,0.5727885961532593,0.10210616402137053,0.984480329956389
cifar_replicated,64,fixed_latent,stage8_position,0.582313060760498,0.5727885961532593,0.10488910738984264,0.9836437386535691
cifar_replicated,64,fixed_latent,stage8_block0_attention,0.0860646516084671,0.07750086486339569,0.03742646392477518,0.9004958878584608
cifar_replicated,64,fixed_latent,stage8_block0_attention_residual,0.589352548122406,0.5787122845649719,0.1114832618466281,0.9819458427874241
cifar_replicated,64,fixed_latent,stage8_block0_ffn,0.5925835371017456,0.49293702840805054,0.32888954752052657,0.8318439469630661
cifar_replicated,64,fixed_latent,stage8_block0,0.8648720979690552,0.7892794609069824,0.35361232788999053,0.9125967443745914
cifar_replicated,64,fixed_latent,stage8_block1_attention,0.249732106924057,0.179678812623024,0.17344062247094502,0.7194862320112645
cifar_replicated,64,fixed_latent,stage8_block1_attention_residual,0.9213686585426331,0.8079338669776917,0.44290300465804566,0.8768844690849742
cifar_replicated,64,fixed_latent,stage8_block1_ffn,0.912263035774231,0.7892460823059082,0.4575089813378436,0.8651518820293763
cifar_replicated,64,fixed_latent,stage8_block1,1.5429503917694092,1.3457399606704712,0.7547714022907942,0.8721861492430856
cifar_replicated,64,fixed_latent,stage16_upsample,1.5429503917694092,1.3457399606704712,0.7547714022907942,0.8721861492430856
cifar_replicated,64,fixed_latent,stage16_position,1.543728232383728,1.3457399606704712,0.7563602407009692,0.871746679525621
cifar_replicated,64,fixed_latent,stage16_block0_attention,0.2105463743209839,0.14653676748275757,0.15118449495704284,0.695983333625865
cifar_replicated,64,fixed_latent,stage16_block0_attention_residual,1.6072019338607788,1.3897815942764282,0.8072206491513313,0.8647212058399724
cifar_replicated,64,fixed_latent,stage16_block0_ffn,0.4763977527618408,0.3971357047557831,0.26313124262363735,0.8336221202838415
cifar_replicated,64,fixed_latent,stage16_block0,1.782065510749817,1.5211297273635864,0.9283974564456685,0.8535767726763087
cifar_replicated,64,fixed_latent,stage16_block1_attention,0.25512436032295227,0.19094347953796387,0.16920114317619359,0.7484329575437475
cifar_replicated,64,fixed_latent,stage16_block1_attention_residual,1.851635456085205,1.5638350248336792,0.9914503907585651,0.8445696045051957
cifar_replicated,64,fixed_latent,stage16_block1_ffn,0.3797147274017334,0.29623791575431824,0.23754235722352793,0.7801591415254807
cifar_replicated,64,fixed_latent,stage16_block1,1.9981310367584229,1.6893364191055298,1.0670848622021567,0.8454582747716827
cifar_replicated,64,fixed_latent,stage32_upsample,1.9981310367584229,1.6893364191055298,1.0670848622021567,0.8454582747716827
cifar_replicated,64,fixed_latent,stage32_position,1.998677134513855,1.6893362998962402,1.0681072763919337,0.8452272109007457
cifar_replicated,64,fixed_latent,stage32_block0_attention,0.2509476840496063,0.15723755955696106,0.19557885876145245,0.6265750574764379
cifar_replicated,64,fixed_latent,stage32_block0_attention_residual,1.9662543535232544,1.6654407978057861,1.0452096113953304,0.8470118806458319
cifar_replicated,64,fixed_latent,stage32_block0_ffn,0.22437305748462677,0.17694027721881866,0.1379688632363376,0.7885985920165213
cifar_replicated,64,fixed_latent,stage32_block0,1.9402596950531006,1.6430716514587402,1.0319511773432883,0.8468307905626896
cifar_replicated,64,fixed_latent,stage32_block1_attention,0.18265657126903534,0.11124683171510696,0.14487085787386936,0.6090491622732325
cifar_replicated,64,fixed_latent,stage32_block1_attention_residual,1.9908734560012817,1.6810283660888672,1.0666399346616837,0.8443672605215471
cifar_replicated,64,fixed_latent,stage32_block1_ffn,0.21795377135276794,0.16778714954853058,0.1391090180156329,0.7698290720418852
cifar_replicated,64,fixed_latent,stage32_block1,1.98639714717865,1.6632559299468994,1.0859803579328466,0.8373229554368222
cifar_replicated,64,fixed_latent,output_projection,4.752317905426025,3.993926525115967,2.575475953335209,0.840416530332671
cifar_replicated,64,evolving_prior,input_projection,0.5814672112464905,0.5724583864212036,0.1019583913702188,0.9845067363197064
cifar_replicated,64,evolving_prior,stage8_position,0.5819676518440247,0.5724583864212036,0.10477472791126599,0.9836601477888162
cifar_replicated,64,evolving_prior,stage8_block0_attention,0.08630726486444473,0.07777823507785797,0.0374097596431049,0.9011783098446862
cifar_replicated,64,evolving_prior,stage8_block0_attention_residual,0.5890494585037231,0.5784284472465515,0.11135437117362222,0.9819692368716362
cifar_replicated,64,evolving_prior,stage8_block0_ffn,0.5940715670585632,0.4945317804813385,0.3291798063086103,0.8324447893204555
cifar_replicated,64,evolving_prior,stage8_block0,0.8659818172454834,0.7903522253036499,0.35393201007730063,0.9126660740032669
cifar_replicated,64,evolving_prior,stage8_block1_attention,0.250585675239563,0.1804826855659485,0.17383664989342926,0.7202434272964918
cifar_replicated,64,evolving_prior,stage8_block1_attention_residual,0.9223909974098206,0.8090870976448059,0.4429257505806,0.8771628299894676
cifar_replicated,64,evolving_prior,stage8_block1_ffn,0.9148085117340088,0.7921415567398071,0.4575875514334137,0.865909692115033
cifar_replicated,64,evolving_prior,stage8_block1,1.5466914176940918,1.349899172782898,0.7550010363493598,0.8727656708636914
cifar_replicated,64,evolving_prior,stage16_upsample,1.5466912984848022,1.3498992919921875,0.755000578998185,0.8727658152047537
cifar_replicated,64,evolving_prior,stage16_position,1.5474774837493896,1.349899172782898,0.7566100620738468,0.872322335516134
cifar_replicated,64,evolving_prior,stage16_block0_attention,0.21079672873020172,0.14706067740917206,0.15102456092738586,0.6976421232674569
cifar_replicated,64,evolving_prior,stage16_block0_attention_residual,1.6109768152236938,1.3941460847854614,0.8072192970102018,0.865404189315956
cifar_replicated,64,evolving_prior,stage16_block0_ffn,0.47668322920799255,0.39752310514450073,0.263063265935086,0.8339355798293636
cifar_replicated,64,evolving_prior,stage16_block0,1.7859129905700684,1.5257794857025146,0.9281606385191601,0.854341445388939
cifar_replicated,64,evolving_prior,stage16_block1_attention,0.25514769554138184,0.19127137959003448,0.1688656444923082,0.7496496458029448
cifar_replicated,64,evolving_prior,stage16_block1_attention_residual,1.8553225994110107,1.5686029195785522,0.9908111972393489,0.8454610104337217
cifar_replicated,64,evolving_prior,stage16_block1_ffn,0.3799642026424408,0.29676005244255066,0.2372894151958751,0.7810210814038498
cifar_replicated,64,evolving_prior,stage16_block1,2.0020041465759277,1.694469690322876,1.0662049856778506,0.8463867036544181
cifar_replicated,64,evolving_prior,stage32_upsample,2.0020041465759277,1.694469690322876,1.0662049856778506,0.8463867036544181
cifar_replicated,64,evolving_prior,stage32_position,2.0025556087493896,1.694469690322876,1.06724010171598,0.8461536263560164
cifar_replicated,64,evolving_prior,stage32_block0_attention,0.2509078085422516,0.1574161797761917,0.19538391625756935,0.6273865316937063
cifar_replicated,64,evolving_prior,stage32_block0_attention_residual,1.9701049327850342,1.6704894304275513,1.0444034225402363,0.8479190131593995
cifar_replicated,64,evolving_prior,stage32_block0_ffn,0.22441290318965912,0.1770419180393219,0.137903264555156,0.7889114909301701
cifar_replicated,64,evolving_prior,stage32_block0,1.944042444229126,1.6480406522750854,1.0311464655484521,0.8477390281098443
cifar_replicated,64,evolving_prior,stage32_block1_attention,0.18268685042858124,0.11139683425426483,0.14479375206700965,0.6097693073854475
cifar_replicated,64,evolving_prior,stage32_block1_attention_residual,1.9946279525756836,1.686072826385498,1.0656918378784186,0.8453069276444536
cifar_replicated,64,evolving_prior,stage32_block1_ffn,0.21802547574043274,0.16786760091781616,0.1391243207851842,0.7699448899158402
cifar_replicated,64,evolving_prior,stage32_block1,1.989973783493042,1.6681865453720093,1.0849651187155345,0.8382957399789494
cifar_replicated,64,evolving_prior,output_projection,4.762054920196533,4.008028507232666,2.5715510005011173,0.8416594462684719
cifar_replicated,128,fixed_latent,input_projection,0.5817255973815918,0.5726774334907532,0.10220189733764151,0.9844459932112918
cifar_replicated,128,fixed_latent,stage8_position,0.5822383165359497,0.5726774334907532,0.10508098977960162,0.9835790899127365
cifar_replicated,128,fixed_latent,stage8_block0_attention,0.07884296029806137,0.06361690908670425,0.046573611270929884,0.8068812845966731
cifar_replicated,128,fixed_latent,stage8_block0_attention_residual,0.5880697965621948,0.5765699744224548,0.11572877871640652,0.9804448005883537
