case,step,bank,stage,rms,sample_diversity_rms,batch_mean_rms,diversity_to_rms
logos,8,fixed_latent,stage8_block0,0.7087343335151672,0.6356279850006104,0.3134986765318989,0.896849432774104
logos,8,fixed_latent,stage8_block1_attention,0.33905696868896484,0.04806212708353996,0.3356332223674458,0.14175236471140026
logos,8,fixed_latent,stage8_block1_attention_residual,0.8491766452789307,0.6374894380569458,0.5609885838883161,0.7507147559946711
logos,8,fixed_latent,stage8_block1_ffn,0.49009063839912415,0.14700168371200562,0.46752469328613705,0.2999479528770128
logos,8,fixed_latent,stage8_block1,1.1593374013900757,0.6545048356056213,0.9569151636538905,0.5645507811797092
logos,8,fixed_latent,stage16_upsample,1.1149003505706787,0.573962390422821,0.9558085404947706,0.5148104851963045
logos,8,fixed_latent,stage16_position,1.1152702569961548,0.573962390422821,0.9562399910693917,0.5146397358149936
logos,8,fixed_latent,stage16_block0_attention,0.5668302774429321,0.03362257778644562,0.565832206302386,0.05931683455252742
logos,8,fixed_latent,stage16_block0_attention_residual,1.4693503379821777,0.5752325057983398,1.352071736263022,0.3914876465665039
logos,8,fixed_latent,stage16_block0_ffn,0.4800835847854614,0.07790815830230713,0.47371992490331455,0.16228040443649522
logos,8,fixed_latent,stage16_block0,1.8268393278121948,0.5806060433387756,1.732119670253705,0.31781998257838245
logos,8,fixed_latent,stage16_block1_attention,0.5359919667243958,0.020652620121836662,0.5355939298341504,0.03853158518037292
logos,8,fixed_latent,stage16_block1_attention_residual,2.149360179901123,0.5810418128967285,2.0693331279932363,0.27033245443463
logos,8,fixed_latent,stage16_block1_ffn,0.48682162165641785,0.05573879927396774,0.483620179032762,0.114495323942917
logos,8,fixed_latent,stage16_block1,2.506779909133911,0.5839171409606934,2.4378240882659497,0.2329351447381098
logos,8,fixed_latent,stage32_upsample,2.506779909133911,0.5839171409606934,2.4378240882659497,0.2329351447381098
logos,8,fixed_latent,stage32_position,2.507031202316284,0.5839171409606934,2.438082488735712,0.23291179639934415
logos,8,fixed_latent,stage32_block0_attention,0.1814408153295517,0.012516846880316734,0.18100855784085787,0.06898583903286774
logos,8,fixed_latent,stage32_block0_attention_residual,2.5416951179504395,0.5840378403663635,2.473684271210312,0.2297828076395399
logos,8,fixed_latent,stage32_block0_ffn,0.21473872661590576,0.04790352284908295,0.20932743061354406,0.22307817320145512
logos,8,fixed_latent,stage32_block0,2.6124370098114014,0.5860191583633423,2.5458610873854557,0.22431896201227394
logos,8,fixed_latent,stage32_block1_attention,0.20026667416095734,0.012671256437897682,0.19986540480977716,0.06327191726224805
logos,8,fixed_latent,stage32_block1_attention_residual,2.65144681930542,0.5861533880233765,2.5858450149445433,0.22106926066008248
logos,8,fixed_latent,stage32_block1_ffn,0.21110554039478302,0.04521544650197029,0.2062064804583038,0.21418408260348853
logos,8,fixed_latent,stage32_block1,2.7247095108032227,0.5875722169876099,2.660601587627468,0.21564582009859767
logos,8,fixed_latent,stage64_unwindows,2.8046348094940186,0.5907756090164185,2.7417076055657046,0.21064261450958732
logos,8,fixed_latent,stage128_unwindows,2.81825852394104,0.5916682481765747,2.7554509235088895,0.2099410835274219
logos,8,fixed_latent,output_projection,6.832860469818115,0.7395694255828857,6.79271810579138,0.10823716199821251
logos,8,evolving_prior,input_projection,0.6123625636100769,0.6062614917755127,0.08622594099941987,0.9900368307974341
logos,8,evolving_prior,stage8_position,0.6126912832260132,0.6062614917755127,0.08853028934364021,0.989505658679122
logos,8,evolving_prior,stage8_block0_attention,0.04786524921655655,0.04386157542467117,0.01916361875609482,0.9163553129375432
logos,8,evolving_prior,stage8_block0_attention_residual,0.6145657896995544,0.6078486442565918,0.09061531627964607,0.9890700954144446
logos,8,evolving_prior,stage8_block0_ffn,0.35051092505455017,0.18535375595092773,0.2974926784602949,0.528810210186975
logos,8,evolving_prior,stage8_block0,0.7087695002555847,0.6356672644615173,0.31349853808999284,0.8968603533762296
logos,8,evolving_prior,stage8_block1_attention,0.3390074372291565,0.04803001880645752,0.3355877825400261,0.14167836316225418
logos,8,evolving_prior,stage8_block1_attention_residual,0.8491770029067993,0.6375260353088379,0.5609475345958557,0.7507575371524857
logos,8,evolving_prior,stage8_block1_ffn,0.490062952041626,0.1470014899969101,0.4674957314269739,0.2999645033041057
logos,8,evolving_prior,stage8_block1,1.1593010425567627,0.6545392870903015,0.9568475473807292,0.5645982044894551
logos,8,evolving_prior,stage16_upsample,1.1148539781570435,0.5739868879318237,0.9557397371120055,0.5148538725050585
logos,8,evolving_prior,stage16_position,1.1152238845825195,0.5739868879318237,0.9561712007928627,0.5146831016327218
logos,8,evolving_prior,stage16_block0_attention,0.5668131709098816,0.03359700366854668,0.5658165887117577,0.05927350561493623
logos,8,evolving_prior,stage16_block0_attention_residual,1.469287395477295,0.5752520561218262,1.351995015684623,0.39151772341649793
logos,8,evolving_prior,stage16_block0_ffn,0.4800822138786316,0.07791406661272049,0.4737175638568584,0.1622931747111501
logos,8,evolving_prior,stage16_block0,1.8267707824707031,0.5806252360343933,1.732040942636354,0.31784241438824584
logos,8,evolving_prior,stage16_block1_attention,0.5359895825386047,0.020643310621380806,0.5355919027734615,0.038514387767777124
logos,8,evolving_prior,stage16_block1_attention_residual,2.14928936958313,0.5810608863830566,2.0692542232695295,0.27035023510852685
logos,8,evolving_prior,stage16_block1_ffn,0.48682162165641785,0.0557408444583416,0.48361994331422625,0.11449952503893016
logos,8,evolving_prior,stage16_block1,2.506706714630127,0.5839359760284424,2.4377443116683657,0.23294946019028162
logos,8,evolving_prior,stage32_upsample,2.506706714630127,0.5839359164237976,2.43774432594603,0.2329494364122128
logos,8,evolving_prior,stage32_position,2.506958246231079,0.5839359164237976,2.438002972487176,0.2329260638072762
logos,8,evolving_prior,stage32_block0_attention,0.18144077062606812,0.012515434995293617,0.1810086106577807,0.06897807450943161
logos,8,evolving_prior,stage32_block0_attention_residual,2.5416226387023926,0.5840567350387573,2.473605337926885,0.22979679443559858
logos,8,evolving_prior,stage32_block0_ffn,0.2147393375635147,0.047906722873449326,0.20932732502170767,0.22309244043038773
logos,8,evolving_prior,stage32_block0,2.612363815307617,0.5860387086868286,2.545781478338085,0.22433273085962568
logos,8,evolving_prior,stage32_block1_attention,0.2002665102481842,0.012670021504163742,0.19986531885765,0.06326580259706013
logos,8,evolving_prior,stage32_block1_attention_residual,2.651373863220215,0.5861728191375732,2.58576580313678,0.22108267237183954
logos,8,evolving_prior,stage32_block1_ffn,0.21110638976097107,0.04521869868040085,0.2062066368659412,0.21419862625475486
logos,8,evolving_prior,stage32_block1,2.7246363162994385,0.5875915288925171,2.6605223643622185,0.21565870108146226
logos,8,evolving_prior,stage64_unwindows,2.8045620918273926,0.5907949209213257,2.741629057390661,0.21065496201454265
logos,8,evolving_prior,stage128_unwindows,2.818188190460205,0.5916879177093506,2.7553747630560417,0.20995330251977565
logos,8,evolving_prior,output_projection,6.83265495300293,0.7395377159118652,6.792514826891387,0.10823577672202528
logos,16,fixed_latent,input_projection,0.6123353838920593,0.606238842010498,0.08619216207989017,0.9900437863923344
logos,16,fixed_latent,stage8_position,0.6126653552055359,0.606238842010498,0.08850595407595949,0.9895105653674805
logos,16,fixed_latent,stage8_block0_attention,0.049043431878089905,0.045099541544914246,0.019268875494418428,0.919583720344465
logos,16,fixed_latent,stage8_block0_attention_residual,0.6146783232688904,0.6079556941986084,0.09066043783339377,0.9890631752970713
logos,16,fixed_latent,stage8_block0_ffn,0.40821292996406555,0.18396040797233582,0.36441235501626296,0.45064816537910646
logos,16,fixed_latent,stage8_block0,0.739643394947052,0.6353362202644348,0.3787086464670464,0.8589763994443781
logos,16,fixed_latent,stage8_block1_attention,0.5324532985687256,0.05233464762568474,0.5298750794428927,0.0982896486252676
logos,16,fixed_latent,stage8_block1_attention_residual,0.991859495639801,0.6375970244407654,0.7597731855725908,0.6428299847343621
logos,16,fixed_latent,stage8_block1_ffn,0.5494439005851746,0.12467312812805176,0.5351123349475487,0.22690783899006078
logos,16,fixed_latent,stage8_block1,1.30858314037323,0.6498000025749207,1.1358476094629497,0.496567610056161
logos,16,fixed_latent,stage16_upsample,1.270099401473999,0.570176899433136,1.1349232542235734,0.44892305182682857
logos,16,fixed_latent,stage16_position,1.2704787254333496,0.570176899433136,1.1353477419414564,0.44878901788666586
logos,16,fixed_latent,stage16_block0_attention,0.631134033203125,0.03375357761979103,0.6302308020599343,0.05348083900417352
logos,16,fixed_latent,stage16_block0_attention_residual,1.6597062349319458,0.5716555714607239,1.5581510497669628,0.34443177920830303
logos,16,fixed_latent,stage16_block0_ffn,0.7233532071113586,0.07595314830541611,0.7193545589629523,0.10500146755238383
logos,16,fixed_latent,stage16_block0,2.1234004497528076,0.5773431658744812,2.043405084369826,0.2718955654086311
logos,16,fixed_latent,stage16_block1_attention,0.5457170009613037,0.021815314888954163,0.5452807874613733,0.03997550901021144
logos,16,fixed_latent,stage16_block1_attention_residual,2.443330764770508,0.5782742500305176,2.3739132498525883,0.236674566689227
logos,16,fixed_latent,stage16_block1_ffn,0.6506036520004272,0.05402352288365364,0.6483568238027054,0.08303599698148968
logos,16,fixed_latent,stage16_block1,2.913362503051758,0.5819233059883118,2.854653453597413,0.19974284194937808
logos,16,fixed_latent,stage32_upsample,2.913362503051758,0.5819233059883118,2.854653453597413,0.19974284194937808
logos,16,fixed_latent,stage32_position,2.9135165214538574,0.5819233655929565,2.854810627232838,0.19973230332072195
logos,16,fixed_latent,stage32_block0_attention,0.2231753021478653,0.011352283880114555,0.22288638616904413,0.05086711554037944
logos,16,fixed_latent,stage32_block0_attention_residual,2.9441580772399902,0.5821171402931213,2.886036454855419,0.1977193904067912
logos,16,fixed_latent,stage32_block0_ffn,0.22262562811374664,0.040717318654060364,0.21887044171076167,0.18289591813417172
logos,16,fixed_latent,stage32_block0,3.024965763092041,0.5837587118148804,2.968104383989762,0.19298027069839543
logos,16,fixed_latent,stage32_block1_attention,0.2298034429550171,0.01117926836013794,0.2295313624603658,0.048647088208883915
logos,16,fixed_latent,stage32_block1_attention_residual,3.0639984607696533,0.5839966535568237,3.007828864186464,0.1905995257615528
logos,16,fixed_latent,stage32_block1_ffn,0.23956048488616943,0.039641644805669785,0.236257837787443,0.16547655939378347
logos,16,fixed_latent,stage32_block1,3.15293025970459,0.5853050351142883,3.098126407755293,0.1856384337435766
logos,16,fixed_latent,stage64_unwindows,3.264812707901001,0.5882365703582764,3.2113828415442778,0.18017467554408745
logos,16,fixed_latent,stage128_unwindows,3.28186297416687,0.5905556082725525,3.2282919097791094,0.1799452362640065
logos,16,fixed_latent,output_projection,8.468440055847168,0.7654722332954407,8.43377313185092,0.0903911733740039
logos,16,evolving_prior,input_projection,0.6124753952026367,0.6063746809959412,0.0862314094497859,0.9900392501405266
logos,16,evolving_prior,stage8_position,0.6128056645393372,0.6063746809959412,0.0885467601810999,0.9895056721640615
logos,16,evolving_prior,stage8_block0_attention,0.04901612177491188,0.04507102817296982,0.019266100105738877,0.919514366720843
logos,16,evolving_prior,stage8_block0_attention_residual,0.614817202091217,0.6080902814865112,0.09069951239630758,0.9890586655971481
logos,16,evolving_prior,stage8_block0_ffn,0.4082043468952179,0.18395845592021942,0.3644037257213489,0.45065285884238704
logos,16,evolving_prior,stage8_block0,0.7397409081459045,0.6354656219482422,0.37868199654388285,0.8590380969209622
logos,16,evolving_prior,stage8_block1_attention,0.5322822332382202,0.05219770595431328,0.5297166934448773,0.09806396436860304
logos,16,evolving_prior,stage8_block1_attention_residual,0.9918078780174255,0.6377134323120117,0.7596080865461227,0.6429808095361866
logos,16,evolving_prior,stage8_block1_ffn,0.5493667125701904,0.12464635074138641,0.5350393183000979,0.22689097808317032
logos,16,evolving_prior,stage8_block1,1.3084520101547241,0.6499025225639343,1.1356378709971648,0.4966957271035745
logos,16,evolving_prior,stage16_upsample,1.269944667816162,0.5702515840530396,1.134712558403978,0.44903655923345276
logos,16,evolving_prior,stage16_position,1.2703238725662231,0.5702516436576843,1.1351369098559676,0.4489025641198887
logos,16,evolving_prior,stage16_block0_attention,0.6311245560646057,0.0336630716919899,0.6302261521644477,0.05333823786210585
logos,16,evolving_prior,stage16_block0_attention_residual,1.6595453023910522,0.5717189908027649,1.5579563556928278,0.3445033949835773
logos,16,evolving_prior,stage16_block0_ffn,0.7233652472496033,0.07594765722751617,0.7193672457723742,0.10499212882604768
logos,16,evolving_prior,stage16_block0,2.123241901397705,0.5774023532867432,2.0432236035906284,0.2719437445665734
logos,16,evolving_prior,stage16_block1_attention,0.5457205176353455,0.02175229974091053,0.545286824363262,0.03985977993857578
logos,16,evolving_prior,stage16_block1_attention_residual,2.4431753158569336,0.5783266425132751,2.37374049099137,0.23671106971315706
logos,16,evolving_prior,stage16_block1_ffn,0.650611162185669,0.05400380864739418,0.6483660023568188,0.08300473737028012
logos,16,evolving_prior,stage16_block1,2.9132120609283447,0.5819661617279053,2.854491180323047,0.19976786775434804
logos,16,evolving_prior,stage32_upsample,2.9132120609283447,0.5819661617279053,2.854491180323047,0.19976786775434804
logos,16,evolving_prior,stage32_position,2.9133660793304443,0.5819661617279053,2.8546483669266403,0.19975730679944415
logos,16,evolving_prior,stage32_block0_attention,0.22317595779895782,0.011337450705468655,0.22288779767179556,0.05080050206699101
logos,16,evolving_prior,stage32_block0_attention_residual,2.9440062046051025,0.5821591019630432,2.8858730590160966,0.19774384342411117
logos,16,evolving_prior,stage32_block0_ffn,0.22262494266033173,0.040721725672483444,0.21886892459362747,0.18291627697177804
logos,16,evolving_prior,stage32_block0,3.024813652038574,0.5838010907173157,2.967941023005041,0.19300398565837693
logos,16,evolving_prior,stage32_block1_attention,0.22980330884456635,0.011164076626300812,0.2295319675970936,0.04858100904827239
logos,16,evolving_prior,stage32_block1_attention_residual,3.063847064971924,0.5840376019477844,3.0076666898192284,0.19062230899998803
logos,16,evolving_prior,stage32_block1_ffn,0.23956026136875153,0.039646584540605545,0.23625678225466706,0.1654973337985224
logos,16,evolving_prior,stage32_block1,3.1527795791625977,0.5853443741798401,3.097965628989563,0.18565978352832138
logos,16,evolving_prior,stage64_unwindows,3.2646632194519043,0.5882720947265625,3.2112243582484385,0.1801938071962369
logos,16,evolving_prior,stage128_unwindows,3.28171443939209,0.5905935168266296,3.2281339748524833,0.17996493227364174
logos,16,evolving_prior,output_projection,8.468009948730469,0.765235424041748,8.4333627478954,0.09036779936193542
logos,32,fixed_latent,input_projection,0.6124855279922485,0.6063881516456604,0.08620865121148243,0.9900448646246784
logos,32,fixed_latent,stage8_position,0.6128160953521729,0.6063881516456604,0.08852669804326249,0.9895108112282552
logos,32,fixed_latent,stage8_block0_attention,0.05021257698535919,0.0462225116789341,0.019615868617051467,0.9205365359442017
logos,32,fixed_latent,stage8_block0_attention_residual,0.6149647235870361,0.6082286238670349,0.09077198006704891,0.9890463640244108
logos,32,fixed_latent,stage8_block0_ffn,0.4784660339355469,0.18546654284000397,0.44105771404317246,0.3876273960650418
logos,32,fixed_latent,stage8_block0,0.7823521494865417,0.6365422010421753,0.454850428271311,0.8136261930895676
logos,32,fixed_latent,stage8_block1_attention,0.7846497893333435,0.05689818784594536,0.7825841092947824,0.07251411855254224
logos,32,fixed_latent,stage8_block1_attention_residual,1.2700276374816895,0.6393356323242188,1.0973696502126862,0.5034029287677106
logos,32,fixed_latent,stage8_block1_ffn,1.036541223526001,0.1027146577835083,1.031439483026123,0.09909365440778513
logos,32,fixed_latent,stage8_block1,2.0743656158447266,0.6482830047607422,1.9704623452218657,0.3125210906934298
logos,32,fixed_latent,stage16_upsample,2.0505316257476807,0.5692479610443115,1.9699331732417524,0.27760993973294507
logos,32,fixed_latent,stage16_position,2.050994634628296,0.5692479610443115,1.9704151212678385,0.2775472697165183
logos,32,fixed_latent,stage16_block0_attention,0.8970014452934265,0.02177152968943119,0.8967371930245105,0.024271454414780014
logos,32,fixed_latent,stage16_block0_attention_residual,2.7272026538848877,0.5702253580093384,2.6669228253625743,0.20908800348850312
logos,32,fixed_latent,stage16_block0_ffn,1.1194404363632202,0.04634714871644974,1.1184805909674662,0.041402067685726934
logos,32,fixed_latent,stage16_block0,3.6251449584960938,0.5726708769798279,3.5796262426081302,0.15797185589439236
logos,32,fixed_latent,stage16_block1_attention,0.7551651000976562,0.012447230517864227,0.7550625105631575,0.016482793651685677
logos,32,fixed_latent,stage16_block1_attention_residual,4.166273593902588,0.573194146156311,4.126655319997313,0.1375795739855372
logos,32,fixed_latent,stage16_block1_ffn,1.026635766029358,0.03148627653717995,1.0261528202370789,0.030669374260120563
logos,32,fixed_latent,stage16_block1,5.019459247589111,0.5747374296188354,4.986446432601375,0.1145018619077118
logos,32,fixed_latent,stage32_upsample,5.019459247589111,0.5747374296188354,4.986446432601375,0.1145018619077118
logos,32,fixed_latent,stage32_position,5.019728660583496,0.5747374296188354,4.986717629150313,0.11449571649795662
logos,32,fixed_latent,stage32_block0_attention,0.2377905398607254,0.0065063550136983395,0.2377015107055295,0.02736170672520921
logos,32,fixed_latent,stage32_block0_attention_residual,5.075925350189209,0.5747881531715393,5.043276389378942,0.11323810212262354
logos,32,fixed_latent,stage32_block0_ffn,0.2449641078710556,0.023381611332297325,0.24384567742030522,0.09544913144828938
logos,32,fixed_latent,stage32_block0,5.198390007019043,0.5753014087677002,5.166457873064035,0.11066915102385713
logos,32,fixed_latent,stage32_block1_attention,0.24801528453826904,0.006440911907702684,0.2479316357756625,0.025969818431528336
logos,32,fixed_latent,stage32_block1_attention_residual,5.251063346862793,0.5754017233848572,5.219442415573872,0.1095781340609091
logos,32,fixed_latent,stage32_block1_ffn,0.24645042419433594,0.02252981998026371,0.2454184565130036,0.09141724975282677
logos,32,fixed_latent,stage32_block1,5.370455265045166,0.5758060812950134,5.339497833185723,0.10721736852418802
logos,32,fixed_latent,stage64_unwindows,5.467576026916504,0.5767476558685303,5.437071799375305,0.10548507291517135
logos,32,fixed_latent,stage128_unwindows,5.415395736694336,0.5770171880722046,5.384567034560573,0.10655125056925706
logos,32,fixed_latent,output_projection,14.635396003723145,0.7487346529960632,14.616231135460271,0.05115916595667041
logos,32,evolving_prior,input_projection,0.6127123236656189,0.6066045761108398,0.08629762344995626,0.990031622804257
logos,32,evolving_prior,stage8_position,0.613043487071991,0.6066045761108398,0.08861831234442838,0.9894968120583019
logos,32,evolving_prior,stage8_block0_attention,0.05016019195318222,0.04616861417889595,0.019608771546946388,0.920423395149447
logos,32,evolving_prior,stage8_block0_attention_residual,0.6151886582374573,0.6084421277046204,0.09085847488417058,0.9890333957843663
logos,32,evolving_prior,stage8_block0_ffn,0.4784581661224365,0.18546149134635925,0.4410513030893678,0.38762321238948194
logos,32,evolving_prior,stage8_block0,0.7825070023536682,0.6367464661598206,0.4548308988684742,0.8137262212920511
logos,32,evolving_prior,stage8_block1_attention,0.7843338251113892,0.05662231147289276,0.7822873276855058,0.0721915970726513
logos,32,evolving_prior,stage8_block1_attention_residual,1.269860029220581,0.6395123600959778,1.0970726662790242,0.5036085437609213
logos,32,evolving_prior,stage8_block1_ffn,1.0363786220550537,0.10262023657560349,1.0312854771099509,0.0990180947307809
logos,32,evolving_prior,stage8_block1,2.0739998817443848,0.6484172344207764,1.9700331468231274,0.3126409215970689
logos,32,evolving_prior,stage16_upsample,2.0501420497894287,0.5693340301513672,1.969502776445467,0.27770467427359186
logos,32,evolving_prior,stage16_position,2.050604820251465,0.5693340301513672,1.9699844900278136,0.2776420032415363
logos,32,evolving_prior,stage16_block0_attention,0.8969906568527222,0.02173096127808094,0.8967273854427601,0.0242265190970088
logos,32,evolving_prior,stage16_block0_attention_residual,2.7267982959747314,0.5703045129776001,2.6664923981530646,0.20914803776263066
logos,32,evolving_prior,stage16_block0_ffn,1.119433879852295,0.04636533185839653,1.118473275211716,0.041418553335650574
logos,32,evolving_prior,stage16_block0,3.624727725982666,0.572747528553009,3.5791914388649135,0.15801118645338716
logos,32,evolving_prior,stage16_block1_attention,0.755167543888092,0.012444757856428623,0.7550649954433514,0.01647946599022906
logos,32,evolving_prior,stage16_block1_attention_residual,4.165859222412109,0.5732718110084534,4.126226180380701,0.13761190198753726
logos,32,evolving_prior,stage16_block1_ffn,1.0266356468200684,0.031501393765211105,1.0261522370060445,0.03068410283900082
logos,32,evolving_prior,stage16_block1,5.019044876098633,0.5748153328895569,4.986020337039051,0.11452683669494665
logos,32,evolving_prior,stage32_upsample,5.019044876098633,0.5748153328895569,4.986020337039051,0.11452683669494665
logos,32,evolving_prior,stage32_position,5.019314289093018,0.5748153328895569,4.9862915343738585,0.11452068943732653
logos,32,evolving_prior,stage32_block0_attention,0.2377883344888687,0.006504084914922714,0.23769936663443086,0.027352413771278516
logos,32,evolving_prior,stage32_block0_attention_residual,5.075509548187256,0.5748658180236816,5.04284904245685,0.11326268083349343
logos,32,evolving_prior,stage32_block0_ffn,0.24496346712112427,0.02338898554444313,0.24384432652658533,0.0954794844280933
logos,32,evolving_prior,stage32_block0,5.197973251342773,0.5753809213638306,5.166029686036025,0.11069332094296455
logos,32,evolving_prior,stage32_block1_attention,0.24801406264305115,0.006442666985094547,0.2479303678673318,0.02597702290118531
logos,32,evolving_prior,stage32_block1_attention_residual,5.250646114349365,0.5754814743995667,5.219013861904851,0.10960203027715905
logos,32,evolving_prior,stage32_block1_ffn,0.24645137786865234,0.0225374773144722,0.24541871112377905,0.09144796636715773
logos,32,evolving_prior,stage32_block1,5.370038032531738,0.5758852958679199,5.339069637759041,0.107240450138193
logos,32,evolving_prior,stage64_unwindows,5.467160701751709,0.5768254995346069,5.436645885273832,0.1055073247343523
logos,32,evolving_prior,stage128_unwindows,5.414982795715332,0.5770972371101379,5.384143149732637,0.10657415893671404
logos,32,evolving_prior,output_projection,14.634257316589355,0.748511016368866,14.615102410401493,0.051147864915587885
logos,64,fixed_latent,input_projection,0.6125034689903259,0.6064059138298035,0.08621117791460761,0.9900448642836687
logos,64,fixed_latent,stage8_position,0.6128344535827637,0.6064059138298035,0.08853211377983412,0.9895101528391924
logos,64,fixed_latent,stage8_block0_attention,0.05044932663440704,0.046465519815683365,0.01964917367533374,0.9210334986709877
logos,64,fixed_latent,stage8_block0_attention_residual,0.61501544713974,0.6082762479782104,0.09079651075919681,0.9890422278125345
logos,64,fixed_latent,stage8_block0_ffn,0.4845961928367615,0.1852881759405136,0.44777423102331493,0.3823558225991445
logos,64,fixed_latent,stage8_block0,0.7861832976341248,0.6365603804588318,0.4613838526747269,0.8096844366631092
logos,64,fixed_latent,stage8_block1_attention,0.8507478833198547,0.059072110801935196,0.8486945544179113,0.06943550722855683
logos,64,fixed_latent,stage8_block1_attention_residual,1.3189334869384766,0.6395680904388428,1.1534895754449195,0.48491307315535337
logos,64,fixed_latent,stage8_block1_ffn,1.152831792831421,0.09954358637332916,1.1485261063532006,0.0863470169649333
logos,64,fixed_latent,stage8_block1,2.213599443435669,0.6481516361236572,2.1165826117987763,0.2928043906252878
logos,64,fixed_latent,stage16_upsample,2.19132137298584,0.569250762462616,2.1160914274057907,0.25977511536200143
logos,64,fixed_latent,stage16_position,2.191781759262085,0.569250762462616,2.11656817742064,0.2597205493006145
logos,64,fixed_latent,stage16_block0_attention,0.9596196413040161,0.020886912941932678,0.9593923039321322,0.02176582475276318
logos,64,fixed_latent,stage16_block0_attention_residual,2.9190382957458496,0.5701773166656494,2.8628102276593177,0.19533053660056976
logos,64,fixed_latent,stage16_block0_ffn,1.2855669260025024,0.04469450190663338,1.2847897581825758,0.034766375054165306
logos,64,fixed_latent,stage16_block0,3.971956968307495,0.5725693106651306,3.9304715420126026,0.14415294909630155
logos,64,fixed_latent,stage16_block1_attention,0.8174603581428528,0.0116868382319808,0.8173768133163435,0.014296519844132312
logos,64,fixed_latent,stage16_block1_attention_residual,4.570730209350586,0.5731062889099121,4.534658071815554,0.12538615552882076
logos,64,fixed_latent,stage16_block1_ffn,1.2247666120529175,0.02927074208855629,1.224416790826215,0.023899036600527133
logos,64,fixed_latent,stage16_block1,5.609244346618652,0.5746374130249023,5.579732429393489,0.10244471046644697
logos,64,fixed_latent,stage32_upsample,5.6092448234558105,0.5746374130249023,5.579732908752699,0.10244470175770878
logos,64,fixed_latent,stage32_position,5.609513759613037,0.5746374130249023,5.580003267278617,0.10243979026526939
logos,64,fixed_latent,stage32_block0_attention,0.2716986835002899,0.005892666056752205,0.27163477520843005,0.02168823926872622
logos,64,fixed_latent,stage32_block0_attention_residual,5.692546367645264,0.5746986269950867,5.66346233640882,0.10095633656345819
logos,64,fixed_latent,stage32_block0_ffn,0.2527669668197632,0.02153918147087097,0.251847579255446,0.08521359314419276
logos,64,fixed_latent,stage32_block0,5.8216776847839355,0.5751461386680603,5.793197561337475,0.09879388207480369
logos,64,fixed_latent,stage32_block1_attention,0.2902948558330536,0.005909999832510948,0.29023468990648427,0.020358610267312987
logos,64,fixed_latent,stage32_block1_attention_residual,5.9028754234313965,0.5752542614936829,5.874778361707253,0.09745322749150653
logos,64,fixed_latent,stage32_block1_ffn,0.2515888214111328,0.02061544358730316,0.2507427736640512,0.08194101578787764
logos,64,fixed_latent,stage32_block1,6.030075550079346,0.5756044983863831,6.0025403456455075,0.09545560310248667
logos,64,fixed_latent,stage64_unwindows,6.142972946166992,0.5763419270515442,6.115876601147385,0.09382133571191488
logos,64,fixed_latent,stage128_unwindows,6.096587657928467,0.5767085552215576,6.069249402779554,0.09459530274637516
logos,64,fixed_latent,output_projection,16.111637115478516,0.7494882941246033,16.094195159679003,0.04651844432398287
logos,64,evolving_prior,input_projection,0.6129794716835022,0.6068575382232666,0.08641620801089335,0.9900128246653641
logos,64,evolving_prior,stage8_position,0.6133113503456116,0.6068575382232666,0.08873973610707897,0.9894771030754476
logos,64,evolving_prior,stage8_block0_attention,0.05035831779241562,0.04637164995074272,0.019637470604120737,0.9208339750722705
logos,64,evolving_prior,stage8_block0_attention_residual,0.6154855489730835,0.6087217926979065,0.09099582457093795,0.9890106984859968
logos,64,evolving_prior,stage8_block0_ffn,0.4845598340034485,0.18527540564537048,0.44774016660602717,0.38235815815483365
logos,64,evolving_prior,stage8_block0,0.786501944065094,0.6369854211807251,0.46134030955617406,0.8098968171501502
logos,64,evolving_prior,stage8_block1_attention,0.850073516368866,0.05855964869260788,0.8480540966098372,0.06888774625369876
logos,64,evolving_prior,stage8_block1_attention_residual,1.3185482025146484,0.6399381756782532,1.152843655342822,0.4853354427678906
logos,64,evolving_prior,stage8_block1_ffn,1.1524895429611206,0.09941688925027847,1.1481935502198792,0.08626272564247667
logos,64,evolving_prior,stage8_block1,2.2128043174743652,0.6484520435333252,2.115658974095458,0.2930453625802081
logos,64,evolving_prior,stage16_upsample,2.1904802322387695,0.5694570541381836,2.115164842588179,0.2599690450327291
logos,64,evolving_prior,stage16_position,2.1909408569335938,0.5694570541381836,2.115641865267648,0.259914388987746
logos,64,evolving_prior,stage16_block0_attention,0.9595722556114197,0.02083776332437992,0.959345975839178,0.021715679254505463
logos,64,evolving_prior,stage16_block0_attention_residual,2.9181528091430664,0.5703768134117126,2.8618675909678055,0.1954581719040297
logos,64,evolving_prior,stage16_block0_ffn,1.2855110168457031,0.044750213623046875,1.2847318758450594,0.03481122529222022
logos,64,evolving_prior,stage16_block0,3.9710261821746826,0.5727710127830505,3.9295015340921187,0.14423753118378577
logos,64,evolving_prior,stage16_block1_attention,0.8174483776092529,0.011689848266541958,0.8173647885145928,0.014300411606088968
logos,64,evolving_prior,stage16_block1_attention_residual,4.569792747497559,0.5733112096786499,4.5336872424041434,0.12545672010893666
logos,64,evolving_prior,stage16_block1_ffn,1.224730134010315,0.029308238998055458,1.224379405364104,0.02393036488951828
logos,64,evolving_prior,stage16_block1,5.6082844734191895,0.5748471021652222,5.578745875546493,0.10249963333524637
